0.01,0.4144832727
0.02,0.4573771996
0.03,0.4652931918
0.04,0.4662224267
0.05,0.4650851469
0.06,0.4632593785
0.07,0.4612275306
0.08,0.4591790352
0.09,0.4571914781
0.1,0.4552953872
0.11,0.4535003055
0.12,0.4518061771
0.13,0.450208641
0.14,0.448701558
0.15,0.4472782517
0.16,0.4459321409
0.17,0.4446569437
0.18,0.4434469042
0.19,0.4422967661
0.2,0.4412017158
0.21,0.4401574674
0.22,0.4391600954
0.23,0.4382061158
0.24,0.4372923301
0.25,0.4364158871
0.26,0.435728183
0.27,0.4350728805
0.28,0.4344478494
0.29,0.4338511046
0.3,0.4332809171
0.31,0.4327356577
0.32,0.4322138034
0.33,0.4317140444
0.34,0.4312350909
0.35,0.4307757895
0.36,0.4303350904
0.37,0.4299120004
0.38,0.4295055982
0.39,0.4291150548
0.4,0.4287395752
0.41,0.4283784183
0.42,0.428030921
0.43,0.4276964449
0.44,0.4273743642
0.45,0.4270641704
0.46,0.4267653118
0.47,0.4264772894
0.48,0.4261996842
0.49,0.4259320348
0.5,0.4256739303
0.51,0.4254250097
0.52,0.4251849064
0.53,0.4249532509
0.54,0.4247297607
0.55,0.4247365921
0.56,0.4248531962
0.57,0.4249698789
0.58,0.4250866228
0.59,0.4252034618
0.6,0.4253203784
0.61,0.4257160121
0.62,0.426101724
0.63,0.4264875128
0.64,0.4268733781
0.65,0.4272593197
0.66,0.4276453542
0.67,0.4280314474
0.68,0.4284176161
0.69,0.4288038598
0.7,0.4291901784
0.71,0.4295765715
0.72,0.4299630389
0.73,0.4303495804
0.74,0.4307361956
0.75,0.4311228843
0.76,0.4315096631
0.77,0.4318964979
0.78,0.4322834054
0.79,0.4326703853
0.8,0.4330574373
0.81,0.4334445612
0.82,0.4338317567
0.83,0.4342190235
0.84,0.4346063785
0.85,0.4349937703
0.86,0.4353812667
0.87,0.4357688164
0.88,0.4361564191
0.89,0.4365441257
0.9,0.4369318849
0.91,0.4399030217
0.92,0.4488164322
0.93,0.470111847
0.94,0.4993325608
0.95,0.5285532747
0.96,0.5577739885
0.97,0.5869947024
0.98,0.6162154162
0.99,0.6454361301
1,0.6746568439
1.01,0.7038775578
1.02,0.7330982717
1.03,0.7623189855
1.04,0.7915396994
1.05,0.8207604132
1.06,0.822881028
1.07,0.8252024591
1.08,0.8277175848
1.09,0.8304205093
1.1,0.833306699
1.11,0.8363720361
1.12,0.8396133451
1.13,0.8430278673
1.14,0.8466133673
1.15,0.8503679613
1.16,0.8533797862
1.17,0.8565281793
1.18,0.8598454061
1.19,0.8631083642
1.2,0.8659598346
1.21,0.8641008722
1.22,0.8607620596
1.23,0.8575338698
1.24,0.8544058061
1.25,0.8513682683
1.26,0.8484130815
1.27,0.8455330975
1.28,0.8427223248
1.29,0.839975004
1.3,0.8372861901
1.31,0.8346517711
1.32,0.8320674941
1.33,0.8295302982
1.34,0.8270365652
1.35,0.8245838795
1.36,0.8221692882
1.37,0.8197906698
1.38,0.8174458066
1.39,0.8151328691
1.4,0.8128498838
1.41,0.8105952207
1.42,0.808367487
1.43,0.8061653042
1.44,0.8039873865
1.45,0.8018324687
1.46,0.7996994445
1.47,0.7975873964
1.48,0.7954953882
1.49,0.7934224331
1.5,0.7913678063
1.51,0.7893307441
1.52,0.7873105234
1.53,0.7853065699
1.54,0.7833180511
1.55,0.7813446764
1.56,0.7793855837
1.57,0.7774406474
1.58,0.775509166
1.59,0.7735907802
1.6,0.7716849371
1.61,0.7697914223
1.62,0.7679098347
1.63,0.7660398013
1.64,0.7641808604
1.65,0.7623329723
1.66,0.7604957151
1.67,0.7586686722
1.68,0.7568519571
1.69,0.7550450812
1.7,0.753247781
1.71,0.7514599923
1.72,0.7496812692
1.73,0.7479116769
1.74,0.7461509841
1.75,0.74439907
1.76,0.742655526
1.77,0.740920443
1.78,0.7391935281
1.79,0.7374747892
1.8,0.7357639401
1.81,0.7340609042
1.82,0.7323657029
1.83,0.730678071
1.84,0.7289978453
1.85,0.7273250621
1.86,0.7256595658
1.87,0.7240012058
1.88,0.7223500328
1.89,0.7207058985
1.9,0.719068763
1.91,0.7174383851
1.92,0.7158148259
1.93,0.7141980523
1.94,0.7125878315
1.95,0.7109842306
1.96,0.7093871218
1.97,0.7077964774
1.98,0.7062122726
1.99,0.7046343806
2,0.7030626825
